aId:ID(Amenity),:LABEL,name,_start,_end,_type,rating,url,picture_url,host_identity_verified,accomodates,bedrooms,bathrooms,beds,price,review_scores_rating
412,:Amenities,"48"" TV with Netflix, premium cable, standard cable",,,,,,,,,,,,,
413,:Amenities,Whirlpool  stainless steel oven,,,,,,,,,,,,,
414,:Amenities,Zwitsal wash-gel body soap,,,,,,,,,,,,,
415,:Amenities,L’Oréal Elvive shampoo,,,,,,,,,,,,,
416,:Amenities,Mostly supermarket shower gel body soap,,,,,,,,,,,,,
417,:Amenities,Mostly supermarket shampoo shampoo,,,,,,,,,,,,,
418,:Amenities,"TV with Netflix, standard cable",,,,,,,,,,,,,
419,:Amenities,Mostly supermarket conditioner conditioner,,,,,,,,,,,,,
420,:Amenities,"Clothing storage: closet, dresser, and wardrobe",,,,,,,,,,,,,
421,:Amenities,"TV with Netflix, Amazon Prime Video, Apple TV",,,,,,,,,,,,,
422,:Amenities,Bidet,,,,,,,,,,,,,
423,:Amenities,Fast wifi – 51 Mbps,,,,,,,,,,,,,
424,:Amenities,Fast wifi – 394 Mbps,,,,,,,,,,,,,
425,:Amenities,Nivea conditioner,,,,,,,,,,,,,
426,:Amenities,Nivea body soap,,,,,,,,,,,,,
427,:Amenities,Private gym in building,,,,,,,,,,,,,
428,:Amenities,"Dedicated workspace: desk, office chair, table, and monitor",,,,,,,,,,,,,
429,:Amenities,Fast wifi – 489 Mbps,,,,,,,,,,,,,
430,:Amenities,Fast wifi – 196 Mbps,,,,,,,,,,,,,
431,:Amenities,Game console: Xbox One,,,,,,,,,,,,,
432,:Amenities,Free carport on premises – 1 space,,,,,,,,,,,,,
433,:Amenities,"HDTV with Amazon Prime Video, Apple TV, Netflix",,,,,,,,,,,,,
434,:Amenities,"TV with standard cable, Netflix, Chromecast",,,,,,,,,,,,,
435,:Amenities,Etos conditioner,,,,,,,,,,,,,
436,:Amenities,Etos body soap,,,,,,,,,,,,,
437,:Amenities,Children’s books and toys for ages 5-10 years old,,,,,,,,,,,,,
438,:Amenities,AESOP body soap,,,,,,,,,,,,,
439,:Amenities,KEF Bluetooth sound system,,,,,,,,,,,,,
440,:Amenities,Children’s books and toys for ages 2-5 years old and 10+ years old,,,,,,,,,,,,,
441,:Amenities,Fast wifi – 95 Mbps,,,,,,,,,,,,,
442,:Amenities,"TV with Amazon Prime Video, Netflix",,,,,,,,,,,,,
443,:Amenities,JBL Speakers Bluetooth sound system,,,,,,,,,,,,,
444,:Amenities,Marants sound system,,,,,,,,,,,,,
445,:Amenities,Meraki shampoo,,,,,,,,,,,,,
446,:Amenities,Meraki body soap,,,,,,,,,,,,,
447,:Amenities,"TV with Netflix, Chromecast",,,,,,,,,,,,,
448,:Amenities,Meraki conditioner,,,,,,,,,,,,,
449,:Amenities,"52"" HDTV with Amazon Prime Video, Netflix, Chromecast",,,,,,,,,,,,,
450,:Amenities,Sonos (connect with wifi) sound system,,,,,,,,,,,,,
451,:Amenities,TV with premium cable,,,,,,,,,,,,,
452,:Amenities,"28"" HDTV with Netflix",,,,,,,,,,,,,
453,:Amenities,No special brand conditioner,,,,,,,,,,,,,
454,:Amenities,No special brand body soap,,,,,,,,,,,,,
455,:Amenities,No special brand shampoo,,,,,,,,,,,,,
456,:Amenities,Mini fridge refrigerator,,,,,,,,,,,,,
457,:Amenities,Savoire Fair shampoo,,,,,,,,,,,,,
458,:Amenities,Savoire Fair body soap,,,,,,,,,,,,,
459,:Amenities,"40"" HDTV with Netflix, premium cable, standard cable",,,,,,,,,,,,,
460,:Amenities,Savoir-Faire body soap,,,,,,,,,,,,,
461,:Amenities,Savoir-Faire shampoo,,,,,,,,,,,,,
462,:Amenities,"36"" HDTV with Chromecast, Netflix, standard cable",,,,,,,,,,,,,
463,:Amenities,"Dedicated workspace: office chair, desk, and table",,,,,,,,,,,,,
464,:Amenities,"Dedicated workspace: monitor, office chair, desk, and table",,,,,,,,,,,,,
465,:Amenities,Organic body soap,,,,,,,,,,,,,
466,:Amenities,Muuso Bluetooth sound system,,,,,,,,,,,,,
467,:Amenities,Wifi – 43 Mbps,,,,,,,,,,,,,
468,:Amenities,Hotel body soap,,,,,,,,,,,,,
469,:Amenities,Hotel conditioner,,,,,,,,,,,,,
470,:Amenities,"53"" HDTV with Netflix",,,,,,,,,,,,,
471,:Amenities,"Dedicated workspace: office chair, monitor, table, and desk",,,,,,,,,,,,,
472,:Amenities,Fast wifi – 94 Mbps,,,,,,,,,,,,,
473,:Amenities,Dutch originals sound system with Bluetooth and aux,,,,,,,,,,,,,
474,:Amenities,jbl Bluetooth sound system,,,,,,,,,,,,,
475,:Amenities,Andrelon  conditioner,,,,,,,,,,,,,
476,:Amenities,Dedicated workspace: monitor,,,,,,,,,,,,,
477,:Amenities,"HDTV with Netflix, Amazon Prime Video, premium cable, standard cable",,,,,,,,,,,,,
478,:Amenities,Sonos One sound system,,,,,,,,,,,,,
479,:Amenities,"TV with premium cable, standard cable",,,,,,,,,,,,,
480,:Amenities,sony Bluetooth sound system,,,,,,,,,,,,,
481,:Amenities,Marie stella maris body soap,,,,,,,,,,,,,
482,:Amenities,Marie stella maris conditioner,,,,,,,,,,,,,
483,:Amenities,Gym nearby,,,,,,,,,,,,,
484,:Amenities,inductie kookplaat induction stove,,,,,,,,,,,,,
485,:Amenities,natuurlijke conditioner conditioner,,,,,,,,,,,,,
486,:Amenities,natuurlijke shampoo shampoo,,,,,,,,,,,,,
487,:Amenities,natuurlijke zeep body soap,,,,,,,,,,,,,
488,:Amenities,Essentials body soap,,,,,,,,,,,,,
489,:Amenities,HDTV with premium cable,,,,,,,,,,,,,
490,:Amenities,"Clothing storage: closet, walk-in closet, and wardrobe",,,,,,,,,,,,,
491,:Amenities,"32"" TV with Chromecast",,,,,,,,,,,,,
492,:Amenities,"42"" HDTV with Chromecast, Netflix",,,,,,,,,,,,,
493,:Amenities,Miele stainless steel oven,,,,,,,,,,,,,
494,:Amenities,Atag  induction stove,,,,,,,,,,,,,
495,:Amenities,"HDTV with Amazon Prime Video, Netflix",,,,,,,,,,,,,
496,:Amenities,Bosch Single Oven Fan Assist oven,,,,,,,,,,,,,
497,:Amenities,Marie Stella Maris of Amsterdam shampoo,,,,,,,,,,,,,
498,:Amenities,Bosch Four Ring  induction stove,,,,,,,,,,,,,
499,:Amenities,"55"" HDTV with premium cable",,,,,,,,,,,,,
500,:Amenities,Sonos  Bluetooth sound system,,,,,,,,,,,,,
501,:Amenities,Fast wifi – 390 Mbps,,,,,,,,,,,,,
502,:Amenities,Bosch Built in Fridge Freezer refrigerator,,,,,,,,,,,,,
503,:Amenities,Marie Stella Maris of Amsterdam body soap,,,,,,,,,,,,,
504,:Amenities,Marie Stella Maris of Amsterdam  conditioner,,,,,,,,,,,,,
505,:Amenities,Wakkerstraat  body soap,,,,,,,,,,,,,
506,:Amenities,Samsung  refrigerator,,,,,,,,,,,,,
507,:Amenities,Ecover body soap,,,,,,,,,,,,,
508,:Amenities,Hema shampoo,,,,,,,,,,,,,
509,:Amenities,Sonos sound system with Bluetooth and aux,,,,,,,,,,,,,
510,:Amenities,"Nivea, Fa, Dove, or something similar conditioner",,,,,,,,,,,,,
511,:Amenities,Fa Dove Nivea or something similar body soap,,,,,,,,,,,,,
512,:Amenities,"HDTV with standard cable, Amazon Prime Video, Netflix, Chromecast, premium cable",,,,,,,,,,,,,
513,:Amenities,Siemens en Bosch refrigerator,,,,,,,,,,,,,
514,:Amenities,Marie Stella Marris conditioner,,,,,,,,,,,,,
515,:Amenities,Marshall Bluetooth sound system,,,,,,,,,,,,,
516,:Amenities,Game console: PS5,,,,,,,,,,,,,
517,:Amenities,"HDTV with Chromecast, Netflix",,,,,,,,,,,,,
518,:Amenities,"Dedicated workspace: desk, table, and office chair",,,,,,,,,,,,,
519,:Amenities,"Dedicated workspace: table, monitor, desk, and office chair",,,,,,,,,,,,,
520,:Amenities,standard body soap,,,,,,,,,,,,,
521,:Amenities,"Siemens, twee ovens. Stoom oven en hetelucht oven.  stainless steel oven",,,,,,,,,,,,,
522,:Amenities,"TV with Netflix, premium cable, standard cable",,,,,,,,,,,,,
523,:Amenities,Siemens refrigerator,,,,,,,,,,,,,
524,:Amenities,cd player & radio sound system,,,,,,,,,,,,,
525,:Amenities,Free washer,,,,,,,,,,,,,
526,:Amenities,Philips Fidelio sound system with Bluetooth and aux,,,,,,,,,,,,,
527,:Amenities,just a bar of regular soap body soap,,,,,,,,,,,,,
528,:Amenities,"36"" HDTV with Amazon Prime Video, Apple TV, Netflix",,,,,,,,,,,,,
529,:Amenities,just a fridge refrigerator,,,,,,,,,,,,,
530,:Amenities,TV with Apple TV,,,,,,,,,,,,,
531,:Amenities,"Dedicated workspace: office chair, desk, and monitor",,,,,,,,,,,,,
532,:Amenities,Organic shampoo shampoo,,,,,,,,,,,,,
533,:Amenities,Organic soap body soap,,,,,,,,,,,,,
534,:Amenities,Fast wifi – 183 Mbps,,,,,,,,,,,,,
535,:Amenities,"45"" HDTV with Netflix, standard cable",,,,,,,,,,,,,
536,:Amenities,"TV with Apple TV, premium cable, Chromecast, Netflix",,,,,,,,,,,,,
537,:Amenities,Free parking on premises – 1 space,,,,,,,,,,,,,
538,:Amenities,"Clothing storage: dresser, closet, wardrobe, and walk-in closet",,,,,,,,,,,,,
539,:Amenities,Organic  body soap,,,,,,,,,,,,,
540,:Amenities,Organic  conditioner,,,,,,,,,,,,,
541,:Amenities,"Dedicated workspace: table, desk, office chair, and monitor",,,,,,,,,,,,,
542,:Amenities,Handzeep body soap,,,,,,,,,,,,,
543,:Amenities,Fast wifi – 102 Mbps,,,,,,,,,,,,,
544,:Amenities,Fast wifi – 422 Mbps,,,,,,,,,,,,,
545,:Amenities,Bluetooth: ENEBY30 Bluetooth sound system,,,,,,,,,,,,,
546,:Amenities,Hema body soap,,,,,,,,,,,,,
547,:Amenities,Hema conditioner,,,,,,,,,,,,,
548,:Amenities,"HDTV with standard cable, Amazon Prime Video, Netflix, Chromecast, Apple TV",,,,,,,,,,,,,
549,:Amenities,Spa Collection body soap,,,,,,,,,,,,,
550,:Amenities,Spa Collection shampoo,,,,,,,,,,,,,
551,:Amenities,whatever body soap,,,,,,,,,,,,,
552,:Amenities,ice cold refrigerator,,,,,,,,,,,,,
553,:Amenities,eco body soap,,,,,,,,,,,,,
554,:Amenities,eco weleda conditioner,,,,,,,,,,,,,
555,:Amenities,eco weleda shampoo,,,,,,,,,,,,,
556,:Amenities,"Dedicated workspace: table, monitor, office chair, and desk",,,,,,,,,,,,,
557,:Amenities,"65"" HDTV with Chromecast, Netflix",,,,,,,,,,,,,
558,:Amenities,BOSE sound system with Bluetooth and aux,,,,,,,,,,,,,
559,:Amenities,vloeibare handzeep body soap,,,,,,,,,,,,,
560,:Amenities,"32"" HDTV with Chromecast, Netflix, premium cable, standard cable",,,,,,,,,,,,,
561,:Amenities,VEHO wifi sound system sound system with Bluetooth and aux,,,,,,,,,,,,,
562,:Amenities,Elvive conditioner,,,,,,,,,,,,,
563,:Amenities,"Dedicated workspace: desk, office chair, and table",,,,,,,,,,,,,
564,:Amenities,Different brands body soap,,,,,,,,,,,,,
565,:Amenities,Smeg gas stove,,,,,,,,,,,,,
566,:Amenities,L oreal conditioner,,,,,,,,,,,,,
567,:Amenities,Fragonnard  body soap,,,,,,,,,,,,,
568,:Amenities,Sony Speakers connected to record player  sound system with aux,,,,,,,,,,,,,
569,:Amenities,Children’s books and toys for ages 10+ years old,,,,,,,,,,,,,
570,:Amenities,"HDTV with Netflix, standard cable, Chromecast",,,,,,,,,,,,,
571,:Amenities,Fast wifi – 142 Mbps,,,,,,,,,,,,,
572,:Amenities,"Clothing storage: dresser, wardrobe, and closet",,,,,,,,,,,,,
573,:Amenities,Fast wifi – 112 Mbps,,,,,,,,,,,,,
574,:Amenities,good sound - connect with Spotifypremium Bluetooth sound system,,,,,,,,,,,,,
575,:Amenities,combimagnetron stainless steel oven,,,,,,,,,,,,,
576,:Amenities,hema body soap,,,,,,,,,,,,,
577,:Amenities,tafelmodel refrigerator,,,,,,,,,,,,,
578,:Amenities,Private outdoor heated pool,,,,,,,,,,,,,
579,:Amenities,. conditioner,,,,,,,,,,,,,
580,:Amenities,Rituals shampoo,,,,,,,,,,,,,
581,:Amenities,"TV with Chromecast, Netflix",,,,,,,,,,,,,
582,:Amenities,various brands body soap,,,,,,,,,,,,,
583,:Amenities,Devon sound system with Bluetooth and aux,,,,,,,,,,,,,
584,:Amenities,Shared gym in building,,,,,,,,,,,,,
585,:Amenities,Shared sauna,,,,,,,,,,,,,
586,:Amenities,"55"" TV with Chromecast, Netflix, standard cable",,,,,,,,,,,,,
587,:Amenities,Fast wifi – 79 Mbps,,,,,,,,,,,,,
588,:Amenities,Fast wifi – 69 Mbps,,,,,,,,,,,,,
589,:Amenities,"Dedicated workspace: monitor, office chair, and table",,,,,,,,,,,,,
590,:Amenities,z body soap,,,,,,,,,,,,,
591,:Amenities,Game console: Xbox 360,,,,,,,,,,,,,
592,:Amenities,AESOP conditioner,,,,,,,,,,,,,
593,:Amenities,"HDTV with Netflix, standard cable, Apple TV",,,,,,,,,,,,,
594,:Amenities,dove body soap,,,,,,,,,,,,,
595,:Amenities,Dove or Baby shampoo shampoo,,,,,,,,,,,,,
596,:Amenities,Free parking garage on premises,,,,,,,,,,,,,
597,:Amenities,Samsung American Fridge refrigerator,,,,,,,,,,,,,
598,:Amenities,Harman Kardon sound system with Bluetooth and aux,,,,,,,,,,,,,
599,:Amenities,"65"" HDTV with Netflix, premium cable",,,,,,,,,,,,,
600,:Amenities,"48"" HDTV with standard cable",,,,,,,,,,,,,
601,:Amenities,"55"" HDTV with Apple TV, Chromecast, Netflix, standard cable",,,,,,,,,,,,,
602,:Amenities,"Rituals, organic/lush body soap",,,,,,,,,,,,,
603,:Amenities,House of Marley sound system with Bluetooth and aux,,,,,,,,,,,,,
604,:Amenities,"HDTV with Netflix, Amazon Prime Video, standard cable, premium cable",,,,,,,,,,,,,
605,:Amenities,Fast wifi – 64 Mbps,,,,,,,,,,,,,
606,:Amenities,Cambridge audio sound system with aux,,,,,,,,,,,,,
607,:Amenities,"180"" TV with Amazon Prime Video, Apple TV, Netflix",,,,,,,,,,,,,
608,:Amenities,Denon Bluetooth sound system,,,,,,,,,,,,,
609,:Amenities,"40"" HDTV with Netflix",,,,,,,,,,,,,
610,:Amenities,Wifi – 22 Mbps,,,,,,,,,,,,,
611,:Amenities,"TV with Apple TV, Chromecast, Netflix",,,,,,,,,,,,,
612,:Amenities,JBL sound system,,,,,,,,,,,,,
613,:Amenities,Samsung Bespoke refrigerator,,,,,,,,,,,,,
614,:Amenities,Miele refrigerator,,,,,,,,,,,,,
615,:Amenities,Children’s books and toys for ages 2-5 years old,,,,,,,,,,,,,
616,:Amenities,"42"" HDTV with Amazon Prime Video, Netflix, standard cable",,,,,,,,,,,,,
617,:Amenities,"57"" TV with Apple TV, Netflix, premium cable, standard cable",,,,,,,,,,,,,
618,:Amenities,NAD sound system with Bluetooth and aux,,,,,,,,,,,,,
619,:Amenities,Wifi – 20 Mbps,,,,,,,,,,,,,
620,:Amenities,Paid washer,,,,,,,,,,,,,
621,:Amenities,Paid dryer,,,,,,,,,,,,,
622,:Amenities,Bosch oven,,,,,,,,,,,,,
623,:Amenities,Bosch induction stove,,,,,,,,,,,,,
624,:Amenities,"32"" HDTV with Apple TV, Netflix, premium cable",,,,,,,,,,,,,
625,:Amenities,Bang & Olufsen sound system,,,,,,,,,,,,,
626,:Amenities,"HDTV with Chromecast, Netflix, premium cable, standard cable",,,,,,,,,,,,,
627,:Amenities,"43"" HDTV with standard cable",,,,,,,,,,,,,
628,:Amenities,Paid parking garage on premises – 2 spaces,,,,,,,,,,,,,
629,:Amenities,Aēsop & Marie-Stella-Maris body soap,,,,,,,,,,,,,
630,:Amenities,"32"" HDTV with Chromecast, Netflix, standard cable",,,,,,,,,,,,,
631,:Amenities,Game console: Nintendo Wii U,,,,,,,,,,,,,
632,:Amenities,Whirlpool refrigerator,,,,,,,,,,,,,
633,:Amenities,Paid parking lot on premises – 50 spaces,,,,,,,,,,,,,
634,:Amenities,Greenchoice body soap,,,,,,,,,,,,,
635,:Amenities,Clothing storage: dresser and walk-in closet,,,,,,,,,,,,,
636,:Amenities,Andrelon shampoo,,,,,,,,,,,,,
637,:Amenities,House brand conditioner,,,,,,,,,,,,,
638,:Amenities,Siemens stainless steel electric stove,,,,,,,,,,,,,
639,:Amenities,Siemens stainless steel oven,,,,,,,,,,,,,
640,:Amenities,House brand body soap,,,,,,,,,,,,,
641,:Amenities,"HDTV with Netflix, premium cable",,,,,,,,,,,,,
642,:Amenities,"HDTV with Chromecast, standard cable",,,,,,,,,,,,,
643,:Amenities,Free residential garage on premises,,,,,,,,,,,,,
644,:Amenities,AudioPro sound system with Bluetooth and aux,,,,,,,,,,,,,
645,:Amenities,Bose sound system,,,,,,,,,,,,,
646,:Amenities,"48"" HDTV with standard cable, premium cable, Netflix, Chromecast",,,,,,,,,,,,,
647,:Amenities,Fast wifi – 280 Mbps,,,,,,,,,,,,,
648,:Amenities,"HDTV with Chromecast, premium cable",,,,,,,,,,,,,
649,:Amenities,"43"" HDTV with Chromecast, Netflix, standard cable",,,,,,,,,,,,,
650,:Amenities,"Clothing storage: wardrobe, dresser, and closet",,,,,,,,,,,,,
651,:Amenities,Siemens oven,,,,,,,,,,,,,
652,:Amenities,Siemsens Inductie electric stove,,,,,,,,,,,,,
653,:Amenities,Smegg refrigerator,,,,,,,,,,,,,
654,:Amenities,Fast wifi – 287 Mbps,,,,,,,,,,,,,
655,:Amenities,Fast wifi – 303 Mbps,,,,,,,,,,,,,
656,:Amenities,Fast wifi – 185 Mbps,,,,,,,,,,,,,
657,:Amenities,"Clothing storage: wardrobe, walk-in closet, and closet",,,,,,,,,,,,,
658,:Amenities,Liebherr  refrigerator,,,,,,,,,,,,,
659,:Amenities,"HDTV with Chromecast, Netflix, Apple TV",,,,,,,,,,,,,
660,:Amenities,Marantz Surround Sound Receiver KEF 5.1 speaker system sound system with Bluetooth and aux,,,,,,,,,,,,,
661,:Amenities,"Clothing storage: closet, walk-in closet, and dresser",,,,,,,,,,,,,
662,:Amenities,Electrolux refrigerator,,,,,,,,,,,,,
663,:Amenities,Ikea stainless steel oven,,,,,,,,,,,,,
664,:Amenities,Google Bluetooth sound system,,,,,,,,,,,,,
665,:Amenities,Ikea induction stove,,,,,,,,,,,,,
666,:Amenities,O body soap,,,,,,,,,,,,,
667,:Amenities,O shampoo,,,,,,,,,,,,,
668,:Amenities,Palmolive body soap,,,,,,,,,,,,,
669,:Amenities,Naamloos conditioner,,,,,,,,,,,,,
670,:Amenities,Private outdoor pool,,,,,,,,,,,,,
671,:Amenities,Marie Stella Maris  conditioner,,,,,,,,,,,,,
672,:Amenities,Limited housekeeping — ,,,,,,,,,,,,,
673,:Amenities,Laundry services,,,,,,,,,,,,,
674,:Amenities,Bike rental — €13 per person per day,,,,,,,,,,,,,
675,:Amenities,Game room,,,,,,,,,,,,,
676,:Amenities,Onsite bar,,,,,,,,,,,,,
677,:Amenities,Self-parking — €10/day,,,,,,,,,,,,,
678,:Amenities,Free wifi,,,,,,,,,,,,,
679,:Amenities, linens,,,,,,,,,,,,,
680,:Amenities,Pets allowed,,,,,,,,,,,,,
681,:Amenities,Bed sheets and pillows,,,,,,,,,,,,,
682,:Amenities,Complimentary continental breakfast,,,,,,,,,,,,,
683,:Amenities,Toiletries,,,,,,,,,,,,,
684,:Amenities,Housekeeping,,,,,,,,,,,,,
685,:Amenities,Valet parking — €35/day,,,,,,,,,,,,,
686,:Amenities,Continental breakfast available — €13 per person per day,,,,,,,,,,,,,
687,:Amenities,Dedicated workspace: office chair,,,,,,,,,,,,,
688,:Amenities,Free parking garage on premises – 1 space,,,,,,,,,,,,,
689,:Amenities,Paid parking garage on premises – 60 spaces,,,,,,,,,,,,,
690,:Amenities,I love Eco Essentials body soap,,,,,,,,,,,,,
691,:Amenities,Concierge,,,,,,,,,,,,,
692,:Amenities,Airport shuttle,,,,,,,,,,,,,
693,:Amenities,Bike rental — €12/day,,,,,,,,,,,,,
694,:Amenities,Minibar,,,,,,,,,,,,,
695,:Amenities,L'Occitane toiletries,,,,,,,,,,,,,
696,:Amenities,Fitness center,,,,,,,,,,,,,
697,:Amenities,Room service,,,,,,,,,,,,,
698,:Amenities,Self-parking — €35/day,,,,,,,,,,,,,
699,:Amenities,"50"" TV",,,,,,,,,,,,,
700,:Amenities,Complimentary breakfast,,,,,,,,,,,,,
701,:Amenities,Zanussi stainless steel oven,,,,,,,,,,,,,
702,:Amenities,Fast wifi – 72 Mbps,,,,,,,,,,,,,
703,:Amenities,Fast wifi – 365 Mbps,,,,,,,,,,,,,
704,:Amenities,bora induction stove,,,,,,,,,,,,,
705,:Amenities,gaggenau stainless steel oven,,,,,,,,,,,,,
706,:Amenities,siemens refrigerator,,,,,,,,,,,,,
707,:Amenities,"32"" HDTV with standard cable",,,,,,,,,,,,,
708,:Amenities,Free driveway parking on premises,,,,,,,,,,,,,
709,:Amenities,Rituals  shampoo,,,,,,,,,,,,,
710,:Amenities,"HDTV with standard cable, premium cable, Netflix",,,,,,,,,,,,,
711,:Amenities,Rituals  body soap,,,,,,,,,,,,,
712,:Amenities,IloveEcoEssentials body soap,,,,,,,,,,,,,
713,:Amenities,"HDTV with Amazon Prime Video, Netflix, Roku",,,,,,,,,,,,,
714,:Amenities,Radio sound system,,,,,,,,,,,,,
715,:Amenities,Several  body soap,,,,,,,,,,,,,
716,:Amenities,Nvt refrigerator,,,,,,,,,,,,,
717,:Amenities,"TV with Netflix, HBO Max, Chromecast, premium cable",,,,,,,,,,,,,
718,:Amenities,Breakfast buffet available — €15 per person per day,,,,,,,,,,,,,
719,:Amenities, toiletries,,,,,,,,,,,,,
720,:Amenities,AEG refrigerator,,,,,,,,,,,,,
721,:Amenities,Tefal stainless steel oven,,,,,,,,,,,,,
722,:Amenities,Bottled water,,,,,,,,,,,,,
723,:Amenities,Turndown service,,,,,,,,,,,,,
724,:Amenities,Complimentary self parking,,,,,,,,,,,,,
725,:Amenities,Bluetooth speaker,,,,,,,,,,,,,
726,:Amenities,Restaurant,,,,,,,,,,,,,
727,:Amenities,Bathrobes,,,,,,,,,,,,,
728,:Amenities,Breakfast buffet available for a fee,,,,,,,,,,,,,
729,:Amenities,"Dedicated workspace: desk, office chair, monitor, and table",,,,,,,,,,,,,
730,:Amenities,Rangemaster oven,,,,,,,,,,,,,
731,:Amenities,Rangemaster gas stove,,,,,,,,,,,,,
732,:Amenities,Smeg  oven,,,,,,,,,,,,,
733,:Amenities,Aussie shampoo,,,,,,,,,,,,,
734,:Amenities,Eco body soap,,,,,,,,,,,,,
735,:Amenities,smeg stainless steel oven,,,,,,,,,,,,,
736,:Amenities,Sonos - wifi sound system,,,,,,,,,,,,,
737,:Amenities,"40"" HDTV with Amazon Prime Video, Apple TV, Netflix",,,,,,,,,,,,,
738,:Amenities,occitane body soap,,,,,,,,,,,,,
739,:Amenities,Onbekend  body soap,,,,,,,,,,,,,
740,:Amenities,Onbekend  conditioner,,,,,,,,,,,,,
741,:Amenities,"TV with Amazon Prime Video, Netflix, premium cable",,,,,,,,,,,,,
742,:Amenities,Shared gym nearby,,,,,,,,,,,,,
743,:Amenities,Game console: PS4 and Xbox One,,,,,,,,,,,,,
744,:Amenities,harman/kardon Bluetooth sound system,,,,,,,,,,,,,
745,:Amenities,bauwknecht  stainless steel oven,,,,,,,,,,,,,
746,:Amenities,bauwknecht refrigerator,,,,,,,,,,,,,
747,:Amenities,"55"" HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable",,,,,,,,,,,,,
748,:Amenities,green soap body soap,,,,,,,,,,,,,
749,:Amenities,Free carport on premises,,,,,,,,,,,,,
750,:Amenities,"HDTV with standard cable, Netflix, premium cable",,,,,,,,,,,,,
751,:Amenities,IKEA stainless steel oven,,,,,,,,,,,,,
752,:Amenities,Denon Amplifier - B&W Speakers sound system with Bluetooth and aux,,,,,,,,,,,,,
753,:Amenities,L’Oréal  conditioner,,,,,,,,,,,,,
754,:Amenities,Spa & therme  body soap,,,,,,,,,,,,,
755,:Amenities,SMEG refrigerator,,,,,,,,,,,,,
756,:Amenities,SMEG stainless steel electric stove,,,,,,,,,,,,,
757,:Amenities,"62"" HDTV with Netflix",,,,,,,,,,,,,
758,:Amenities,Dedicated workspace: monitor and table,,,,,,,,,,,,,
759,:Amenities,Eco shampoo,,,,,,,,,,,,,
760,:Amenities,Pelgrim oven,,,,,,,,,,,,,
761,:Amenities,Pelgrim induction stove,,,,,,,,,,,,,
762,:Amenities,"70"" HDTV with Netflix, premium cable",,,,,,,,,,,,,
763,:Amenities,Paid parking garage on premises – 80 spaces,,,,,,,,,,,,,
764,:Amenities,Gfl Amenities shampoo,,,,,,,,,,,,,
765,:Amenities,Proline refrigerator,,,,,,,,,,,,,
766,:Amenities,Gfl Amenities body soap,,,,,,,,,,,,,
767,:Amenities,Game console: Nintendo Wii and PS4,,,,,,,,,,,,,
768,:Amenities,Bose Soundtouch sound system with Bluetooth and aux,,,,,,,,,,,,,
769,:Amenities,Bora  induction stove,,,,,,,,,,,,,
770,:Amenities,Unicura body soap,,,,,,,,,,,,,
771,:Amenities,"55"" HDTV with Netflix, standard cable",,,,,,,,,,,,,
772,:Amenities,Denon icm KEF sound system,,,,,,,,,,,,,
773,:Amenities,JBL Xtreme Bluetooth sound system,,,,,,,,,,,,,
774,:Amenities,"Dedicated workspace: monitor, table, office chair, and desk",,,,,,,,,,,,,
775,:Amenities,Zenology shampoo,,,,,,,,,,,,,
776,:Amenities,Zenology body soap,,,,,,,,,,,,,
777,:Amenities,Zenology conditioner,,,,,,,,,,,,,
778,:Amenities,Ikea stove,,,,,,,,,,,,,
779,:Amenities,BOSE Bluetooth sound system,,,,,,,,,,,,,
780,:Amenities,"HDTV with Netflix, Amazon Prime Video",,,,,,,,,,,,,
781,:Amenities,Stainless steel electric stove,,,,,,,,,,,,,
782,:Amenities,Vintage Amp Luxman sound system with Bluetooth and aux,,,,,,,,,,,,,
783,:Amenities,Smeg  refrigerator,,,,,,,,,,,,,
784,:Amenities,Sonos (WiFi) sound system,,,,,,,,,,,,,
785,:Amenities,depends shampoo,,,,,,,,,,,,,
786,:Amenities,handsoap showergel shampoo body soap,,,,,,,,,,,,,
787,:Amenities,Marie Stella body soap,,,,,,,,,,,,,
788,:Amenities,Marie Stella shampoo,,,,,,,,,,,,,
789,:Amenities,Marie Stella conditioner,,,,,,,,,,,,,
790,:Amenities,Paid parking lot on premises – 100 spaces,,,,,,,,,,,,,
791,:Amenities,Smeg oven,,,,,,,,,,,,,
792,:Amenities,Eco friendly  shampoo,,,,,,,,,,,,,
793,:Amenities,.  Bluetooth sound system,,,,,,,,,,,,,
794,:Amenities,.  stainless steel gas stove,,,,,,,,,,,,,
795,:Amenities,Eco friendly  body soap,,,,,,,,,,,,,
796,:Amenities,"43"" HDTV with Netflix, premium cable, standard cable",,,,,,,,,,,,,
797,:Amenities,smeg refrigerator,,,,,,,,,,,,,
798,:Amenities,smeg stove,,,,,,,,,,,,,
799,:Amenities,"50"" HDTV with Amazon Prime Video, Apple TV, Netflix",,,,,,,,,,,,,
800,:Amenities,Philips Simple music box. Good enough for entertainment Bluetooth sound system,,,,,,,,,,,,,
801,:Amenities,Combi microwave/ oven oven,,,,,,,,,,,,,
802,:Amenities,AEG induction stove,,,,,,,,,,,,,
803,:Amenities,"HDTV with Amazon Prime Video, Netflix, Chromecast",,,,,,,,,,,,,
804,:Amenities,Sanex zero no parabens  body soap,,,,,,,,,,,,,
805,:Amenities,"TV with Apple TV, Netflix",,,,,,,,,,,,,
